file	percent	reads	taxon_id	taxon_name
ERR505085_1qc.fastq.out	0.000177	72	494023	NA;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Paeniglutamicibacter;Paeniglutamicibacter antarcticus;
ERR505085_1qc.fastq.out	0.000177	72	739143	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium phragmitis;
ERR505085_1qc.fastq.out	0.000177	72	755172	NA;Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilus;Peptoniphilus coxii;
ERR505085_1qc.fastq.out	0.000177	72	1080712	NA;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Methanomassiliicoccus luminyensis;
ERR505085_1qc.fastq.out	0.000177	72	1540221	NA;Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus sp. YIM 77859;
ERR505085_1qc.fastq.out	0.000177	72	1567108	NA;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter roseus;
ERR505085_1qc.fastq.out	0.000177	72	1635280	NA;Bacteria;Candidatus Marinimicrobia;NA;NA;NA;NA;Marinimicrobia bacterium 46_43;
ERR505085_1qc.fastq.out	0.000177	72	1801968	NA;Bacteria;Planctomycetes;NA;NA;NA;NA;Planctomycetes bacterium RBG_16_55_9;
ERR505085_1qc.fastq.out	0.000175	71	1422	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus stearothermophilus;
ERR505085_1qc.fastq.out	0.000175	71	1601	NA;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus agilis;
ERR505085_1qc.fastq.out	0.000175	71	54121	NA;Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium congolense;
ERR505085_1qc.fastq.out	0.000175	71	102125	NA;Bacteria;Cyanobacteria;NA;Pleurocapsales;Xenococcaceae;Xenococcus;Xenococcus sp. PCC 7305;
ERR505085_1qc.fastq.out	0.000175	71	109328	NA;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;Leptotrichia trevisanii;
ERR505085_1qc.fastq.out	0.000175	71	166501	NA;Bacteria;NA;NA;NA;NA;Thermobaculum;Thermobaculum terrenum;
ERR505085_1qc.fastq.out	0.000175	71	399548	NA;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfocurvus;Desulfocurvus vexinensis;
ERR505085_1qc.fastq.out	0.000175	71	422441	NA;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Stenoxybacter;Stenoxybacter acetivorans;
ERR505085_1qc.fastq.out	0.000175	71	551996	NA;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter gossypii;
ERR505085_1qc.fastq.out	0.000175	71	554133	NA;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Thiomonas;Thiomonas sp. CB6;
ERR505085_1qc.fastq.out	0.000175	71	554283	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium chungangense;
ERR505085_1qc.fastq.out	0.000175	71	572036	NA;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter luteus;
ERR505085_1qc.fastq.out	0.000175	71	1077675	NA;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus plantarum;
ERR505085_1qc.fastq.out	0.000175	71	1393034	NA;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;Atopobium deltae;
ERR505085_1qc.fastq.out	0.000175	71	1449063	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. UNC451MF;
ERR505085_1qc.fastq.out	0.000175	71	1590652	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;Cohnella kolymensis;
ERR505085_1qc.fastq.out	0.000175	71	1703398	NA;Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;NA;Deltaproteobacteria bacterium SG8_13;
ERR505085_1qc.fastq.out	0.000175	71	1735324	NA;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Smithella;Smithella sp. SDB;
ERR505085_1qc.fastq.out	0.000175	71	1736298	NA;Bacteria;Firmicutes;Bacilli;Bacillales;NA;Exiguobacterium;Exiguobacterium sp. Leaf196;
ERR505085_1qc.fastq.out	0.000175	71	1801952	NA;Bacteria;Planctomycetes;NA;NA;NA;NA;Planctomycetes bacterium GWC2_45_44;
ERR505085_1qc.fastq.out	0.000175	71	1802440	NA;Bacteria;Candidatus Vogelbacteria;NA;NA;NA;NA;Candidatus Vogelbacteria bacterium RIFOXYD1_FULL_51_18;
ERR505085_1qc.fastq.out	0.000175	71	1855297	NA;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter sp. OK098;
ERR505085_1qc.fastq.out	0.000175	71	1868284	NA;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Endozoicomonas;Endozoicomonas sp. (ex Bugula neritina AB1);
ERR505085_1qc.fastq.out	0.000172	70	504	NA;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;Kingella kingae;
ERR505085_1qc.fastq.out	0.000172	70	2358	NA;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfomonile;Desulfomonile tiedjei;
ERR505085_1qc.fastq.out	0.000172	70	33996	NA;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter;Gluconacetobacter diazotrophicus;
ERR505085_1qc.fastq.out	0.000172	70	76595	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga;Cellulophaga fucicola;
ERR505085_1qc.fastq.out	0.000172	70	84031	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sartagoforme;
ERR505085_1qc.fastq.out	0.000172	70	211502	NA;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Conchiformibius;Conchiformibius kuhniae;
ERR505085_1qc.fastq.out	0.000172	70	215591	NA;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema caldarium;
ERR505085_1qc.fastq.out	0.000172	70	245160	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus macauensis;
ERR505085_1qc.fastq.out	0.000172	70	280093	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium granuli;
ERR505085_1qc.fastq.out	0.000172	70	337090	NA;Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium chlorochromatii;
ERR505085_1qc.fastq.out	0.000172	70	712158	NA;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;Atopobium sp. oral taxon 810;
ERR505085_1qc.fastq.out	0.000172	70	762845	NA;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus rivorum;
ERR505085_1qc.fastq.out	0.000172	70	1263065	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium clostridioforme CAG:132;
ERR505085_1qc.fastq.out	0.000172	70	1282360	NA;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Asticcacaulis sp. AC460;
ERR505085_1qc.fastq.out	0.000172	70	1455638	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. SA1-12;
ERR505085_1qc.fastq.out	0.000172	70	1503925	NA;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. NL19;
ERR505085_1qc.fastq.out	0.000172	70	1618811	NA;Bacteria;NA;NA;NA;NA;NA;Parcubacteria group bacterium GW2011_GWA2_38_13;
ERR505085_1qc.fastq.out	0.000172	70	1619071	NA;Bacteria;Candidatus Saccharibacteria;NA;NA;NA;NA;Candidatus Saccharibacteria bacterium GW2011_GWC2_48_9;
ERR505085_1qc.fastq.out	0.000172	70	1736388	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. Soil522;
ERR505085_1qc.fastq.out	0.000172	70	1797561	NA;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;NA;Burkholderiales bacterium RIFCSPHIGHO2_12_FULL_69_20;
ERR505085_1qc.fastq.out	0.000172	70	1802176	NA;Bacteria;Spirochaetes;NA;NA;NA;NA;Spirochaetes bacterium GWB1_59_5;
ERR505085_1qc.fastq.out	0.000172	70	1889784	NA;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Fabibacter;Fabibacter sp. 4D4;
ERR505085_1qc.fastq.out	0.000172	70	1895928	NA;Bacteria;Chloroflexi;NA;NA;NA;NA;Chloroflexi bacterium 54-19;
ERR505085_1qc.fastq.out	0.000170	69	193	NA;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;Azospirillum lipoferum;
ERR505085_1qc.fastq.out	0.000170	69	285	NA;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas testosteroni;
ERR505085_1qc.fastq.out	0.000170	69	1017	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga gingivalis;
ERR505085_1qc.fastq.out	0.000170	69	1231	NA;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;Nitrosospira multiformis;
ERR505085_1qc.fastq.out	0.000170	69	2078	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus;Sporolactobacillus inulinus;
ERR505085_1qc.fastq.out	0.000170	69	2880	NA;Eukaryota;Phaeophyceae;NA;Ectocarpales;Ectocarpaceae;Ectocarpus;Ectocarpus siliculosus;
ERR505085_1qc.fastq.out	0.000170	69	50719	NA;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio diabolicus;
ERR505085_1qc.fastq.out	0.000170	69	137730	NA;Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia;Facklamia ignava;
ERR505085_1qc.fastq.out	0.000170	69	152794	NA;Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium efficiens;
ERR505085_1qc.fastq.out	0.000170	69	166939	NA;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Allofustis;Allofustis seminis;
ERR505085_1qc.fastq.out	0.000170	69	182411	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Proteinivoraceae;Anaerobranca;Anaerobranca californiensis;
ERR505085_1qc.fastq.out	0.000170	69	246432	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus equorum;
ERR505085_1qc.fastq.out	0.000170	69	388950	NA;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter akesuensis;
ERR505085_1qc.fastq.out	0.000170	69	395922	NA;Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita;Coraliomargarita akajimensis;
ERR505085_1qc.fastq.out	0.000170	69	396808	NA;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Andreprevotia;Andreprevotia chitinilytica;
ERR505085_1qc.fastq.out	0.000170	69	470826	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Psychroflexus;Psychroflexus sediminis;
ERR505085_1qc.fastq.out	0.000170	69	558155	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;Arenibacter nanhaiticus;
ERR505085_1qc.fastq.out	0.000170	69	582475	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus xylanilyticus;
ERR505085_1qc.fastq.out	0.000170	69	679259	NA;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Gilvimarinus;Gilvimarinus agarilyticus;
ERR505085_1qc.fastq.out	0.000170	69	682956	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus jilunlii;
ERR505085_1qc.fastq.out	0.000170	69	1069827	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria fleischmannii;
ERR505085_1qc.fastq.out	0.000170	69	1203069	NA;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus gigeriorum;
ERR505085_1qc.fastq.out	0.000170	69	1470200	NA;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria arctica;
ERR505085_1qc.fastq.out	0.000170	69	1520821	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium A10;
ERR505085_1qc.fastq.out	0.000170	69	1539062	NA;Bacteria;Proteobacteria;Epsilonproteobacteria;NA;NA;Sulfurovum;Sulfurovum sp. AS07-7;
ERR505085_1qc.fastq.out	0.000170	69	1701372	NA;Bacteria;NA;NA;NA;NA;NA;uncultured bacterium 4h09;
ERR505085_1qc.fastq.out	0.000170	69	1861784	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Bizionia;Bizionia sp. APA-3;
ERR505085_1qc.fastq.out	0.000170	69	1884263	NA;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;Selenomonas sp. oral taxon 920;
ERR505085_1qc.fastq.out	0.000170	69	1907666	NA;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Agrobacterium;Agrobacterium sp. DSM 25559;
ERR505085_1qc.fastq.out	0.000170	69	1961114	NA;Bacteria;Planctomycetes;Planctomycetia;Candidatus Brocadiales;Candidatus Brocadiaceae;Candidatus Brocadia;Candidatus Brocadia sp. UTAMX2;
ERR505085_1qc.fastq.out	0.000167	68	894	NA;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;Desulfobulbus propionicus;
ERR505085_1qc.fastq.out	0.000167	68	1238	NA;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Piscirickettsia;Piscirickettsia salmonis;
ERR505085_1qc.fastq.out	0.000167	68	61647	NA;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pluralibacter;Pluralibacter gergoviae;
ERR505085_1qc.fastq.out	0.000167	68	81425	NA;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio aminophilus;
ERR505085_1qc.fastq.out	0.000167	68	86170	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophothermus;Syntrophothermus lipocalidus;
ERR505085_1qc.fastq.out	0.000167	68	88233	NA;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus manihotivorans;
ERR505085_1qc.fastq.out	0.000167	68	135083	NA;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;Selenomonas noxia;
ERR505085_1qc.fastq.out	0.000167	68	145388	NA;Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Monoraphidium;Monoraphidium neglectum;
ERR505085_1qc.fastq.out	0.000167	68	191579	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Fluviicola;Fluviicola taffensis;
ERR505085_1qc.fastq.out	0.000167	68	198706	NA;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Lampropedia;Lampropedia hyalina;
ERR505085_1qc.fastq.out	0.000167	68	278991	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Aneurinibacillus;Aneurinibacillus terranovensis;
ERR505085_1qc.fastq.out	0.000167	68	392734	NA;Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus;Terriglobus roseus;
ERR505085_1qc.fastq.out	0.000167	68	402877	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas palmitatica;
ERR505085_1qc.fastq.out	0.000167	68	596152	NA;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. U5L;
ERR505085_1qc.fastq.out	0.000167	68	683737	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus uliginis;
ERR505085_1qc.fastq.out	0.000167	68	708126	NA;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Jeotgalibaca;Jeotgalibaca dankookensis;
ERR505085_1qc.fastq.out	0.000167	68	794903	NA;Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;NA;Opitutaceae bacterium TAV5;
ERR505085_1qc.fastq.out	0.000167	68	1045558	NA;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Neptunomonas;Neptunomonas qingdaonensis;
ERR505085_1qc.fastq.out	0.000167	68	1379870	NA;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma;Spirosoma radiotolerans;
ERR505085_1qc.fastq.out	0.000167	68	1384081	NA;Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;Veillonella sp. DNF00869;
ERR505085_1qc.fastq.out	0.000167	68	1505232	NA;Bacteria;Fibrobacteres;Chitinivibrionia;Chitinivibrionales;Chitinivibrionaceae;Chitinivibrio;Chitinivibrio alkaliphilus;
ERR505085_1qc.fastq.out	0.000167	68	1605994	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. NAIST15-1;
ERR505085_1qc.fastq.out	0.000167	68	1736411	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. Soil787;
ERR505085_1qc.fastq.out	0.000167	68	1736674	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Algibacter;Algibacter alginicilyticus;
ERR505085_1qc.fastq.out	0.000167	68	1896224	NA;Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;Fibrobacter sp. UWT2;
ERR505085_1qc.fastq.out	0.000165	67	996	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium columnare;
ERR505085_1qc.fastq.out	0.000165	67	3055	NA;Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii;
ERR505085_1qc.fastq.out	0.000165	67	28092	NA;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia andropogonis;
ERR505085_1qc.fastq.out	0.000165	67	35839	NA;Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;Holophaga foetida;
ERR505085_1qc.fastq.out	0.000165	67	39956	NA;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium mesophilicum;
ERR505085_1qc.fastq.out	0.000165	67	47671	NA;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;Lautropia mirabilis;
ERR505085_1qc.fastq.out	0.000165	67	69974	NA;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium plurifarium;
ERR505085_1qc.fastq.out	0.000165	67	86662	NA;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus weihenstephanensis;
ERR505085_1qc.fastq.out	0.000165	67	89967	NA;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter roseosalivarius;
ERR505085_1qc.fastq.out	0.000165	67	90728	NA;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatiglans;Desulfatiglans anilini;
ERR505085_1qc.fastq.out	0.000165	67	161358	NA;Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Microtetraspora;Microtetraspora malaysiensis;
ERR505085_1qc.fastq.out	0.000165	67	167642	NA;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Ilyobacter;Ilyobacter polytropus;
ERR505085_1qc.fastq.out	0.000165	67	412895	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum hydrothermale;
ERR505085_1qc.fastq.out	0.000165	67	418702	NA;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azonexus;Azonexus hydrophilus;
ERR505085_1qc.fastq.out	0.000165	67	502567	NA;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus porci;
ERR505085_1qc.fastq.out	0.000165	67	595460	NA;Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula;Rhodopirellula sp. SWK7;
ERR505085_1qc.fastq.out	0.000165	67	658167	NA;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Candidimonas;Candidimonas bauzanensis;
ERR505085_1qc.fastq.out	0.000165	67	712156	NA;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;Atopobium sp. oral taxon 199;
ERR505085_1qc.fastq.out	0.000165	67	1128427	NA;Bacteria;Cyanobacteria;NA;Oscillatoriales;NA;NA;filamentous cyanobacterium ESFC-1;
ERR505085_1qc.fastq.out	0.000165	67	1150389	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA;Flavobacteriaceae bacterium UJ101;
ERR505085_1qc.fastq.out	0.000165	67	1175445	NA;Archaea;Euryarchaeota;Methanomicrobia;Methanocellales;Methanocellaceae;Methanocella;Methanocella arvoryzae;
ERR505085_1qc.fastq.out	0.000165	67	1229521	NA;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Nitrincola;Nitrincola nitratireducens;
ERR505085_1qc.fastq.out	0.000165	67	1302689	NA;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter polytrichastri;
ERR505085_1qc.fastq.out	0.000165	67	1434700	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Moheibacter;Moheibacter sediminis;
ERR505085_1qc.fastq.out	0.000165	67	1495064	NA;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter sp. BBA5.1;
ERR505085_1qc.fastq.out	0.000165	67	1561203	NA;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;Marinomonas sp. TW1;
ERR505085_1qc.fastq.out	0.000165	67	1704023	NA;Bacteria;Nitrospirae;Nitrospira;NA;NA;NA;Nitrospira bacterium SG8_3;
ERR505085_1qc.fastq.out	0.000165	67	1802174	NA;Bacteria;Spirochaetes;NA;NA;NA;NA;Spirochaetes bacterium GWB1_36_13;
ERR505085_1qc.fastq.out	0.000165	67	1908389	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;Tenacibaculum sp. HZ1;
ERR505085_1qc.fastq.out	0.000162	66	628	NA;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Xenorhabdus;Xenorhabdus nematophila;
ERR505085_1qc.fastq.out	0.000162	66	1096	NA;Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides;
ERR505085_1qc.fastq.out	0.000162	66	42422	NA;Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Halobacteroides;Halobacteroides halobius;
ERR505085_1qc.fastq.out	0.000162	66	71191	NA;Bacteria;Cyanobacteria;NA;Oscillatoriales;Oscillatoriaceae;Phormidium;Phormidium ambiguum;
ERR505085_1qc.fastq.out	0.000162	66	75058	NA;Eukaryota;NA;NA;Kinetoplastida;Bodonidae;Bodo;Bodo saltans;
ERR505085_1qc.fastq.out	0.000162	66	146938	NA;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azovibrio;Azovibrio restrictus;
ERR505085_1qc.fastq.out	0.000162	66	157692	NA;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;Leptotrichia goodfellowii;
ERR505085_1qc.fastq.out	0.000162	66	227942	NA;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus gastricus;
ERR505085_1qc.fastq.out	0.000162	66	290109	NA;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Xenorhabdus;Xenorhabdus innexi;
ERR505085_1qc.fastq.out	0.000162	66	314253	NA;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter;Nitrobacter sp. Nb-311A;
ERR505085_1qc.fastq.out	0.000162	66	857265	NA;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Amantichitinum;Amantichitinum ursilacus;
ERR505085_1qc.fastq.out	0.000162	66	870482	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Algibacter;Algibacter pectinivorans;
ERR505085_1qc.fastq.out	0.000162	66	990268	NA;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio maritimus;
ERR505085_1qc.fastq.out	0.000162	66	1080221	NA;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aquimarina;Aquimarina longa;
ERR505085_1qc.fastq.out	0.000162	66	1173061	NA;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum;Geotrichum candidum;
ERR505085_1qc.fastq.out	0.000162	66	1280665	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;Butyrivibrio sp. XPD2002;
